,accuracy,precision,recall,f1,elapsed_time,top_5_accuracy,top_10_accuracy,top_20_accuracy,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,elapsed_time_mean,elapsed_time_std,top_5_accuracy_mean,top_5_accuracy_std,top_10_accuracy_mean,top_10_accuracy_std,top_20_accuracy_mean,top_20_accuracy_std
albert-base-v2,"[0.0013415101571483327, 0.0017910736760577016, 0.001784508536703, 0.0012516247051461032, 0.00158372126505735]","[0.0013415101571483327, 0.0017910736760577016, 0.001784508536703, 0.0012516247051461032, 0.00158372126505735]","[0.0013415101571483327, 0.0017910736760577016, 0.001784508536703, 0.0012516247051461032, 0.00158372126505735]","[0.0013415101571483327, 0.0017910736760577016, 0.001784508536703, 0.0012516247051461032, 0.00158372126505735]","[53.5761992931366, 55.765040159225464, 55.87760782241821, 55.23323321342468, 56.68272876739502]","[0.0018685320045994634, 0.002759221609061865, 0.002459727983023054, 0.0020218552929283204, 0.0023035945673561455]","[0.003976619394403986, 0.005131184044922064, 0.004388926401080351, 0.003803013527174698, 0.0042232567068196]","[0.008336527405136067, 0.010649627263045794, 0.008922542683515, 0.008568815289077167, 0.007342707683447713]",0.0015504876680224973,0.00022214523935596095,0.0015504876680224973,0.00022214523935596095,0.0015504876680224973,0.00022214523935596095,0.0015504876680224973,0.00022214523935596095,55.42696185112,1.0351021314794195,0.0022825862913937694,0.00031572879456720244,0.004304600014880139,0.00045959310785797727,0.008764044064844347,0.00107903917331647
